id	source	target	relation	edge_class	hard_dependency	layout_constraint	status	section	requirement	note
E121	C045	C047	supplies_common_ambient_transport	DERIVATION	true	true	PLANNED_BLOCKED	SEC-04		
E122	C042	C046	supplies_rank_closure	DERIVATION	true	true	PLANNED_BLOCKED	SEC-04		
E123	C047	C046	supplies_nested_refinement	DERIVATION	true	true	PLANNED_BLOCKED	SEC-04		
E124	C046	C043	supplies_forward_channel_structure	DERIVATION	true	true	PLANNED_BLOCKED	SEC-04		
E125	C047	C043	supplies_nested_channel_refinement	DERIVATION	true	true	PLANNED_BLOCKED	SEC-04		
E126	C043	O049	exposes_projection_completion_naturality_boundary	DERIVATION	true	true	PLANNED_BLOCKED	SEC-04		
E127	C057	O090	supplies_provenance_gns_carrier_for_identification_gate	DERIVATION	true	true	PLANNED_BLOCKED	SEC-06		
E128	C051	O091	supplies_algebraic_weyl_system_for_limit_boundary	DERIVATION	true	true	PLANNED_BLOCKED	SEC-06		
E129	C060	O091	supplies_local_split_context_for_limit_boundary	DERIVATION	true	true	PLANNED_BLOCKED	SEC-06		
E130	O071	M070	must_be_resolved_before_canonical_geometry_selector	OBSTRUCTION_GATE	true	true	PLANNED_BLOCKED	SEC-07		
E131	C052	O092	supplies_completed_skew_operator_for_polarization_gate	DERIVATION	true	true	PLANNED_BLOCKED	SEC-08		
E132	O092	M086	exposes_polarization_uniqueness_obstruction	OBSTRUCTION_GATE	true	true	PLANNED_BLOCKED	SEC-08		
E133	C042	CTRL005	supplies_canonical_schedule_reference_for_control	CONTROL	true	true	PLANNED_BLOCKED	SUPP		
E134	C059	O071	supplies_finite_interface_domain_for_canonicity_obstruction	OBSTRUCTION_GATE	true	true	PLANNED_BLOCKED	SEC-07		
E135	C006	P001	supplies_native_schur_dtn_interface	DERIVATION	true	true	ACTIVE_CURRENT	SEC-01		Supplies the exact positive-denominator C006 fraction semantics and native solve/response relations. P001 kernel-verifies their exact rational meaning and uses the same unmodified blocks for the maximum-principle and interior-kernel argument.
E136	M002	P001	supplies_exact_interior_domain	DERIVATION	true	true	ACTIVE_CURRENT	SEC-01		Supplies the canonical birth-cut dimensions and interior-domain target. P001 proves the generic zero-boundary kernel theorem under first-hit reachability; the exact M001/M002 cut certificate remains a later instantiation obligation.
E137	C007	P001	supplies_directed_block_operator	DERIVATION	true	true	ACTIVE_CURRENT	SEC-01		Supplies the unmodified source/out-degree directed block realization. P001 uses off-diagonal nonpositivity, row conservation, and positive-arc reachability without symmetrization or regularization.
E138	P001	M003	certifies_directed_response_channel	PROOF_CERTIFICATION	false	false	ACTIVE_CURRENT	SEC-01	LEAN_4_31_BUILD;AXIOM_GATE;POLICY_SCAN;HASH_BINDING;CANONICAL_CONSUMPTION	P001 supplies the kernel-verified reusable directed Schur/DtN/Kron closure. CNNAProofs.M003M004.S01 consumes it to derive the canonical M003 positivity-domain, response-existence, and universal steering-positivity interface without an externally supplied parent index.
E139	P001	C021	provides_reusable_cut_solve_response_proof_architecture	DERIVATION	true	true	ACTIVE_CURRENT	SEC-02		P001 exports the kernel-verified generic closure and both canonical and independent-cut instantiations for later root, bulk, and frontier cuts. Each later cut must discharge its own structural hypotheses.
E140	C003	P002	supports_p002	PROOF_SUPPORT	true	true	ACTIVE_SOURCE_IMPLEMENTED	SEC-01	Prove that the C018 breadth-first/lexicographic relation is a strict total order on provenance addresses and induces a strict total order on open-slot selected children modulo extensional equality of the selected child address.	C003 supplies the address grammar consumed by the C018 owner theorem chain.
E141	P002	C018	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	KERNEL_VERIFIED_AXIOM_FREE_6_OF_6	SEC-01	Prove that the C018 breadth-first/lexicographic relation is a strict total order on provenance addresses and induces a strict total order on open-slot selected children modulo extensional equality of the selected child address.	P002 packages the already-defined C018 order as a dedicated public proof contract; Lean imports the owner module in the permitted proof-to-core direction.
E142	C004	P003	supports_p003	PROOF_SUPPORT	true	true	ACTIVE_VERIFIED	SEC-01	Prove that the M001 boundary/interior lists are born-only, disjoint, exhaustive, order-preserving, exclude the unborn child, and are uniquely determined by the frozen provenance selector.	Explicit dependency of proof gate P003.
E143	C005	P003	supports_p003	PROOF_SUPPORT	true	true	ACTIVE_VERIFIED	SEC-01	Prove that the M001 boundary/interior lists are born-only, disjoint, exhaustive, order-preserving, exclude the unborn child, and are uniquely determined by the frozen provenance selector.	Explicit dependency of proof gate P003.
E144	C018	P003	supports_p003	PROOF_SUPPORT	true	true	ACTIVE_VERIFIED	SEC-01	Prove that the M001 boundary/interior lists are born-only, disjoint, exhaustive, order-preserving, exclude the unborn child, and are uniquely determined by the frozen provenance selector.	Explicit dependency of proof gate P003.
E146	P003	M001	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	ACTIVE_VERIFIED	SEC-01	Prove that the M001 boundary/interior lists are born-only, disjoint, exhaustive, order-preserving, exclude the unborn child, and are uniquely determined by the frozen provenance selector.	M001 imports/cites this explicit proof gate.
E147	I001	P004	supports_p004	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Prove that the bounded canonical schedule enumerates every address of depth at most L exactly once and terminates after the finite carrier cardinality.	Explicit dependency of proof gate P004.
E148	I002	P004	supports_p004	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Prove that the bounded canonical schedule enumerates every address of depth at most L exactly once and terminates after the finite carrier cardinality.	Explicit dependency of proof gate P004.
E149	C003	P004	supports_p004	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Prove that the bounded canonical schedule enumerates every address of depth at most L exactly once and terminates after the finite carrier cardinality.	Explicit dependency of proof gate P004.
E150	C018	P004	supports_p004	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Prove that the bounded canonical schedule enumerates every address of depth at most L exactly once and terminates after the finite carrier cardinality.	Explicit dependency of proof gate P004.
E151	P002	P004	supports_p004	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Prove that the C018 breadth-first/lexicographic relation is a strict total order on provenance addresses and induces a strict total order on open-slot selected children modulo extensional equality of the selected child address.	P004 may consume the stable P002 order facade for finite schedule exhaustivity and termination.
E152	P004	C019	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-01	Prove that the bounded canonical schedule enumerates every address of depth at most L exactly once and terminates after the finite carrier cardinality.	C019 imports/cites this explicit proof gate.
E153	C014	P005	supports_p005	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Lift the one-step recurrent closure to existence and uniqueness of the entire finite response-grown iteration along the canonical schedule.	Explicit dependency of proof gate P005.
E154	T002	P005	supports_p005	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Lift the one-step recurrent closure to existence and uniqueness of the entire finite response-grown iteration along the canonical schedule.	Explicit dependency of proof gate P005.
E155	T003	P005	supports_p005	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Lift the one-step recurrent closure to existence and uniqueness of the entire finite response-grown iteration along the canonical schedule.	Explicit dependency of proof gate P005.
E156	P004	P005	supports_p005	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Lift the one-step recurrent closure to existence and uniqueness of the entire finite response-grown iteration along the canonical schedule.	Explicit dependency of proof gate P005.
E157	P005	C019	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-01	Lift the one-step recurrent closure to existence and uniqueness of the entire finite response-grown iteration along the canonical schedule.	C019 imports/cites this explicit proof gate.
E158	C010	P006	supports_p006	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Prove that the completed carrier carries one coherent event-index history and one coherent cumulative response-time history aligned with the same births.	Explicit dependency of proof gate P006.
E159	C011	P006	supports_p006	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Prove that the completed carrier carries one coherent event-index history and one coherent cumulative response-time history aligned with the same births.	Explicit dependency of proof gate P006.
E160	C012	P006	supports_p006	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Prove that the completed carrier carries one coherent event-index history and one coherent cumulative response-time history aligned with the same births.	Explicit dependency of proof gate P006.
E161	P005	P006	supports_p006	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-01	Prove that the completed carrier carries one coherent event-index history and one coherent cumulative response-time history aligned with the same births.	Explicit dependency of proof gate P006.
E162	P006	C019	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-01	Prove that the completed carrier carries one coherent event-index history and one coherent cumulative response-time history aligned with the same births.	C019 imports/cites this explicit proof gate.
E163	C019	P007	supports_p007	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove exact boundary/interior partition, ordering, finiteness, and selector canonicity for the general cut family without sampling caps.	Explicit dependency of proof gate P007.
E164	M001	P007	supports_p007	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove exact boundary/interior partition, ordering, finiteness, and selector canonicity for the general cut family without sampling caps.	Explicit dependency of proof gate P007.
E165	P003	P007	supports_p007	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove exact boundary/interior partition, ordering, finiteness, and selector canonicity for the general cut family without sampling caps.	Explicit dependency of proof gate P007.
E166	P005	P007	supports_p007	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove exact boundary/interior partition, ordering, finiteness, and selector canonicity for the general cut family without sampling caps.	Explicit dependency of proof gate P007.
E167	P007	C020	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-02	Prove exact boundary/interior partition, ordering, finiteness, and selector canonicity for the general cut family without sampling caps.	C020 imports/cites this explicit proof gate.
E168	C006	P008	supports_p008	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove the exact solve domain and constructive existence/uniqueness of the admitted interior problem for every general directed cut.	Explicit dependency of proof gate P008.
E169	C020	P008	supports_p008	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove the exact solve domain and constructive existence/uniqueness of the admitted interior problem for every general directed cut.	Explicit dependency of proof gate P008.
E170	P001	P008	supports_p008	PROOF_SUPPORT	true	true	ACTIVE_CURRENT	SEC-02	Prove the exact solve domain and constructive existence/uniqueness of the admitted interior problem for every general directed cut.	P008 may reuse P001 semantic and kernel-triviality infrastructure. It must still establish the general C020 cut hypotheses and the finite-dimensional solve existence/uniqueness layer.
E171	P007	P008	supports_p008	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove the exact solve domain and constructive existence/uniqueness of the admitted interior problem for every general directed cut.	Explicit dependency of proof gate P008.
E172	P008	C021	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-02	Prove the exact solve domain and constructive existence/uniqueness of the admitted interior problem for every general directed cut.	C021 imports/cites this explicit proof gate.
E173	C006	P009	supports_p009	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove representative, coordinate, basis-order, and solve-witness independence of the effective boundary response.	Explicit dependency of proof gate P009.
E174	C020	P009	supports_p009	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove representative, coordinate, basis-order, and solve-witness independence of the effective boundary response.	Explicit dependency of proof gate P009.
E175	P008	P009	supports_p009	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove representative, coordinate, basis-order, and solve-witness independence of the effective boundary response.	Explicit dependency of proof gate P009.
E176	P009	C021	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-02	Prove representative, coordinate, basis-order, and solve-witness independence of the effective boundary response.	C021 imports/cites this explicit proof gate.
