context_score	matched_terms	Generated export	Module	Path	Line	Declaration	Basename	Consumption class	Classification evidence	Module class	Reference consumer count	Reference consumer sample	Public promotion gate	ID	Name	Metaphor	Mapping	Operational consequence	Boundary	Phase	Phase status	Phase type	Title	Added modules	Modified modules	Reusable existing modules	Manifest rule	Semantic placement	Reuse/duplication audit	Canonical generator policy	Compactness rule	Duplicate risks	Consumer direction	Regression protocol	Lean/mathlib policy	Concrete traversal	Mathlib complication log	Noncomputable boundary audit	Group	Imported-by count
17	dtn; schur; generalizeddtn; boundary; operator	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	213	CNNA.PillarA.Coupling.GeneralizedDtNStrong.symmetrizedBoundaryOperator_eq_formula	symmetrizedBoundaryOperator_eq_formula	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
17	dtn; schur; generalizeddtn; boundary; operator	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	218	CNNA.PillarA.Coupling.GeneralizedDtNStrong.stabilizedBoundaryOperator_eq_formula	stabilizedBoundaryOperator_eq_formula	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
17	dtn; schur; generalizeddtn; boundary; bright	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	247	CNNA.PillarA.Coupling.GeneralizedDtNStrong.sectorBoundaryPorts_bright	sectorBoundaryPorts_bright	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
17	dtn; schur; generalizeddtn; boundary; interface	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	251	CNNA.PillarA.Coupling.GeneralizedDtNStrong.sectorBoundaryPorts_interface	sectorBoundaryPorts_interface	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
17	dtn; schur; generalizeddtn; boundary; dark	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	255	CNNA.PillarA.Coupling.GeneralizedDtNStrong.sectorBoundaryPorts_dark	sectorBoundaryPorts_dark	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
17	dtn; schur; generalizeddtn; boundary; bright	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	401	CNNA.PillarA.Coupling.GeneralizedDtNStrong.mem_brightBoundaryCarrier	mem_brightBoundaryCarrier	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
17	dtn; schur; generalizeddtn; boundary; bright	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	411	CNNA.PillarA.Coupling.GeneralizedDtNStrong.bright_boundaryVertexInSector	bright_boundaryVertexInSector	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
17	dtn; schur; generalizeddtn; boundary; bright	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	416	CNNA.PillarA.Coupling.GeneralizedDtNStrong.brightBoundaryTrace_eq_univ	brightBoundaryTrace_eq_univ	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; matrix	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	58	CNNA.PillarA.Coupling.GeneralizedDtNStrong.castSquareMatrix	castSquareMatrix	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	90	CNNA.PillarA.Coupling.GeneralizedDtNStrong.boundaryVertex	boundaryVertex	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	93	CNNA.PillarA.Coupling.GeneralizedDtNStrong.rawBoundaryVertex	rawBoundaryVertex	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	96	CNNA.PillarA.Coupling.GeneralizedDtNStrong.stabilizedBoundaryVertex	stabilizedBoundaryVertex	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	99	CNNA.PillarA.Coupling.GeneralizedDtNStrong.boundaryPotential	boundaryPotential	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	102	CNNA.PillarA.Coupling.GeneralizedDtNStrong.rawBoundaryPotential	rawBoundaryPotential	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	105	CNNA.PillarA.Coupling.GeneralizedDtNStrong.stabilizedBoundaryPotential	stabilizedBoundaryPotential	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	140	CNNA.PillarA.Coupling.GeneralizedDtNStrong.sectorBoundaryPorts	sectorBoundaryPorts	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	150	CNNA.PillarA.Coupling.GeneralizedDtNStrong.boundaryCarrier	boundaryCarrier	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; interior	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	154	CNNA.PillarA.Coupling.GeneralizedDtNStrong.interiorCarrier	interiorCarrier	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	169	CNNA.PillarA.Coupling.GeneralizedDtNStrong.boundarySlice	boundarySlice	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; interior	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	173	CNNA.PillarA.Coupling.GeneralizedDtNStrong.interiorSlice	interiorSlice	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; bright	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	235	CNNA.PillarA.Coupling.GeneralizedDtNStrong.sectorRegion_bright	sectorRegion_bright	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; interface	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	239	CNNA.PillarA.Coupling.GeneralizedDtNStrong.sectorRegion_interface	sectorRegion_interface	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; dark	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	243	CNNA.PillarA.Coupling.GeneralizedDtNStrong.sectorRegion_dark	sectorRegion_dark	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	259	CNNA.PillarA.Coupling.GeneralizedDtNStrong.boundaryVertexInSector	boundaryVertexInSector	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	263	CNNA.PillarA.Coupling.GeneralizedDtNStrong.decidableBoundaryVertexInSector	decidableBoundaryVertexInSector	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	270	CNNA.PillarA.Coupling.GeneralizedDtNStrong.SectorBoundaryVertex	SectorBoundaryVertex	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	274	CNNA.PillarA.Coupling.GeneralizedDtNStrong.SectorBoundaryPotential	SectorBoundaryPotential	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	278	CNNA.PillarA.Coupling.GeneralizedDtNStrong.boundaryTrace	boundaryTrace	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	282	CNNA.PillarA.Coupling.GeneralizedDtNStrong.mem_boundaryTrace_iff	mem_boundaryTrace_iff	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	372	CNNA.PillarA.Coupling.GeneralizedDtNStrong.sectorBoundaryPorts_region_eq_sectorRegion	sectorBoundaryPorts_region_eq_sectorRegion	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; boundary	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	389	CNNA.PillarA.Coupling.GeneralizedDtNStrong.boundaryCarrier_subset_regionCarrier	boundaryCarrier_subset_regionCarrier	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; generalizeddtn; interior	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	395	CNNA.PillarA.Coupling.GeneralizedDtNStrong.interiorCarrier_subset_regionCarrier	interiorCarrier_subset_regionCarrier	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
16	dtn; schur; boundary; interface; bright; dark; complement; handoff	guiding_metaphors.generated.tsv												GM-TOOL-INTERFACE	Tool-interface principle	The CNNA tool locally exposes an active phase as a bright object against the complementary rest of the Lean codebase and its still unaudited semantic surroundings.	Bright sector = active phase/current object; dark complement = remaining Lean code, open dependencies, unreviewed theory links, and unaudited semantics; boundary/interface = Master-YAML, status, object register, proof dossiers, module/import DAG and later database views; DtN/Schur-like reduction = extraction of relevant dependencies, modules, handoffs and review duties; noise/uncertainty = semantic errors, missing blue markings, incomplete expert review or generated-artifact defects; Birdsview = database/DAG/review view over the whole formal project, still secondary.	Each active phase must make its boundary to the remaining project explicit: dependencies, module interfaces, review duties, blue/reference markings and hidden complement risks must be visible before local closure is trusted.	This is an architecture metaphor for documentation and review practice, not a formal CNNA theorem, not an ontic claim, and not a replacement for Lean-primary verification or expert review.																					
16	dtn; schur; generalizeddtn; boundary	module_implementation_manifest.generated.tsv																		3.7	W	refactor	GeneralizedDtN/MultiSchur										No special cross-phase consumer contract recorded yet. If a later phase consumes this output, record export shape and import direction before implementation.	Not applicable unless phase_type is refactor or the phase changes imports/declarations. If refactor applies: wrapper-first, bounded migration package, local full-build evidence before closeout.	Baseline is Lean 4.28.0/mathlib snapshot unless an explicit phase-boundary upgrade gate is opened. New imports must be verified against the chosen baseline; noncomputable/classical pressure must be logged and isolated.	Infrastructure-only or not prepared yet. Before operational code implementation, name a concrete finite instance and the path from input to output.	No phase-specific mathlib complication recorded yet.	No phase-specific noncomputable-boundary audit recorded yet.		
15	dtn; schur; generalizeddtn	declaration_consumption_records.generated.tsv	CNNA.PillarA.Arithmetic.Core.Source	CNNA/PillarA/Arithmetic/Core/Source.lean	80	CNNA.PillarA.Arithmetic.ArithmeticSource.generalizedDtN_eq_multiSchur_generalized	generalizedDtN_eq_multiSchur_generalized	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	109	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract																											
15	dtn; schur; boundary; matrix; handoff; interior; elimination	declaration_consumption_records.generated.tsv	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorEliminationCertificateSM3fR	CNNA/PillarA/Arithmetic/Smoke/GeneratedInteriorEliminationCertificateSM3fR.lean	115	CNNA.PillarA.Arithmetic.Smoke.generatedInteriorInverseMatrix_eq_handoffCandidateSM3fR	generatedInteriorInverseMatrix_eq_handoffCandidateSM3fR	phase-alias	declaration name contains phase/smoke alias marker	phase-alias	40	CNNA.PillarA.Arithmetic.Smoke.GeneratedSM3fSchurExecEntrySourceSM3fq; CNNA.PillarA.Arithmetic.Smoke.GeneratedTopBoundaryDtNSM3gR	blocked from public-final unless later linked to a documented object/API contract																											
15	dtn; schur; boundary; matrix; handoff; interior; elimination	declaration_consumption_records.generated.tsv	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorEliminationCertificateSM3fR	CNNA/PillarA/Arithmetic/Smoke/GeneratedInteriorEliminationCertificateSM3fR.lean	352	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorEliminationCertificateSM3fR.inverseMatrix_from_handoff	inverseMatrix_from_handoff	phase-alias	declaration name contains phase/smoke alias marker	phase-alias	40	CNNA.PillarA.Arithmetic.Smoke.GeneratedSM3fSchurExecEntrySourceSM3fq; CNNA.PillarA.Arithmetic.Smoke.GeneratedTopBoundaryDtNSM3gR	blocked from public-final unless later linked to a documented object/API contract																											
15	dtn; schur; generalizeddtn	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	13	CNNA.PillarA.Coupling.CoupledSectorKind	CoupledSectorKind	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
15	dtn; schur; generalizeddtn	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	19	CNNA.PillarA.Coupling.GeneralizedDtNStrong	GeneralizedDtNStrong	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
15	dtn; schur; generalizeddtn	declaration_consumption_records.generated.tsv	CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	25	CNNA.PillarA.Coupling.GeneralizedDtNStrongOf	GeneralizedDtNStrongOf	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	blocked from public-final unless later linked to a documented object/API contract																											
