source_file	source_module	line	kind	surface	search_key	classification	disposition	consumer_hit_count	consumer_module_count	non_notation_consumer_hit_count	consumer_modules	non_notation_consumer_modules	line_text	review_phase	review_object	review_decision	leg44_action	review_safety_class	review_rationale
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	129	abbrev	AR2bDLevelHistoryIndex	AR2bDLevelHistoryIndex	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			abbrev AR2bDLevelHistoryIndex (L : Nat) := BoundarySource.LevelHistoryIndex L 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	132	abbrev	AR2bDLevelStepWitness	AR2bDLevelStepWitness	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			abbrev AR2bDLevelStepWitness {Cell : Nat → Type u} [SubstrateClass Cell] {T : TruncatedFamily Cell} (source : ArithmeticSource Cell T) (L : Nat) (k : BoundarySource.LevelHistoryIndex L) := BoundarySource.LevelStepWitness (Cell := Cell) (T := T) source L k 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	139	abbrev	AR2bDRecursiveCarrier	AR2bDRecursiveCarrier	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			abbrev AR2bDRecursiveCarrier {Cell : Nat → Type u} [SubstrateClass Cell] {T : TruncatedFamily Cell} (source : ArithmeticSource Cell T) (L : Nat) := BoundarySource.RecursiveLevelHistoryCarrier (Cell := Cell) (T := T) source L 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	145	abbrev	AR2bDLevelHistoryMatrix	AR2bDLevelHistoryMatrix	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			abbrev AR2bDLevelHistoryMatrix (L : Nat) := BoundarySource.LevelHistoryMatrix L 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	148	abbrev	AR2bDMatrixPackage	AR2bDMatrixPackage	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			abbrev AR2bDMatrixPackage {Cell : Nat → Type u} [SubstrateClass Cell] {T : TruncatedFamily Cell} (source : ArithmeticSource Cell T) (L : Nat) (carrier : BoundarySource.RecursiveLevelHistoryCarrier source L) := BoundarySource.LevelHistoryMatrixPackage (Cell := Cell) (T := T) source L carrier 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	155	abbrev	AR2bDBoundarySourceInterface	AR2bDBoundarySourceInterface	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			abbrev AR2bDBoundarySourceInterface {Cell : Nat → Type u} [SubstrateClass Cell] {T : TruncatedFamily Cell} (source : ArithmeticSource Cell T) (L : Nat) := BoundarySource.BoundarySourceInterface (Cell := Cell) (T := T) source L 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	161	def	AR2bDClosedDecisionLedger	AR2bDClosedDecisionLedger	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	2	1	0	CNNA.PillarA.Arithmetic.Notation:165,170		def AR2bDClosedDecisionLedger : AR2bDBoundarySourceDecisionLedger := BoundarySource.BoundarySourceDecisionLedger.closed 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_CLOSED_CLUSTER_REMOVAL_CANDIDATE	candidate_delete_or_retire_only_with_dependent_Notation_cluster_in_LEG44	only-internal-Notation-consumers	No non-Notation consumer exists, but there are Notation-internal references. Remove only as a closed Notation.lean dependency cluster, never as an isolated line.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	164	theorem	AR2bDClosedDecisionLedger_status	AR2bDClosedDecisionLedger_status	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2bDClosedDecisionLedger_status : AR2bDClosedDecisionLedger.recursiveTypeDecision.signature.status = BoundarySource.RecursiveTypeDecisionStatus.recursiveTypeDecisionClosed := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	169	theorem	AR2bDClosedDecisionLedger_route	AR2bDClosedDecisionLedger_route	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2bDClosedDecisionLedger_route : AR2bDClosedDecisionLedger.ar2b2Route = BoundarySource.BoundarySourceRoute.recursiveHistory := by rfl  end StrengtheningAR2bD  namespace StrengtheningAR2b1 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	178	abbrev	AR2b1GeneratedSubstrateCandidateObligations	AR2b1GeneratedSubstrateCandidateObligations	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			abbrev AR2b1GeneratedSubstrateCandidateObligations := BoundarySource.GeneratedSubstrateCandidateObligations 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	181	def	AR2b1GeneratedSubstrateRouteInventoryConditionalOpen	AR2b1GeneratedSubstrateRouteInventoryConditionalOpen	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	1	1	0	CNNA.PillarA.Arithmetic.Notation:202		def AR2b1GeneratedSubstrateRouteInventoryConditionalOpen : AR2b1GeneratedSubstrateRouteInventory := BoundarySource.GeneratedSubstrateRouteInventory.conditionalOpen 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_CLOSED_CLUSTER_REMOVAL_CANDIDATE	candidate_delete_or_retire_only_with_dependent_Notation_cluster_in_LEG44	only-internal-Notation-consumers	No non-Notation consumer exists, but there are Notation-internal references. Remove only as a closed Notation.lean dependency cluster, never as an isolated line.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	185	def	AR2b1BranchAddressSubstrateLedger	AR2b1BranchAddressSubstrateLedger	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	2	1	0	CNNA.PillarA.Arithmetic.Notation:207,227		def AR2b1BranchAddressSubstrateLedger : AR2b1GeneratedSubstrateCandidateLedger := BoundarySource.BranchAddressSubstrate.ledger 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_CLOSED_CLUSTER_REMOVAL_CANDIDATE	candidate_delete_or_retire_only_with_dependent_Notation_cluster_in_LEG44	only-internal-Notation-consumers	No non-Notation consumer exists, but there are Notation-internal references. Remove only as a closed Notation.lean dependency cluster, never as an isolated line.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	189	def	AR2b1BoundaryStateSubstrateLedger	AR2b1BoundaryStateSubstrateLedger	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	2	1	0	CNNA.PillarA.Arithmetic.Notation:212,232		def AR2b1BoundaryStateSubstrateLedger : AR2b1GeneratedSubstrateCandidateLedger := BoundarySource.BoundaryStateSubstrate.ledger 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_CLOSED_CLUSTER_REMOVAL_CANDIDATE	candidate_delete_or_retire_only_with_dependent_Notation_cluster_in_LEG44	only-internal-Notation-consumers	No non-Notation consumer exists, but there are Notation-internal references. Remove only as a closed Notation.lean dependency cluster, never as an isolated line.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	193	def	AR2b1HistoryExpandedSubstrateLedger	AR2b1HistoryExpandedSubstrateLedger	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	2	1	0	CNNA.PillarA.Arithmetic.Notation:217,237		def AR2b1HistoryExpandedSubstrateLedger : AR2b1GeneratedSubstrateCandidateLedger := BoundarySource.HistoryExpandedSubstrate.ledger 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_CLOSED_CLUSTER_REMOVAL_CANDIDATE	candidate_delete_or_retire_only_with_dependent_Notation_cluster_in_LEG44	only-internal-Notation-consumers	No non-Notation consumer exists, but there are Notation-internal references. Remove only as a closed Notation.lean dependency cluster, never as an isolated line.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	197	def	AR2b1InterfaceExposureSubstrateLedger	AR2b1InterfaceExposureSubstrateLedger	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	2	1	0	CNNA.PillarA.Arithmetic.Notation:222,242		def AR2b1InterfaceExposureSubstrateLedger : AR2b1GeneratedSubstrateCandidateLedger := BoundarySource.InterfaceExposureSubstrate.ledger 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_CLOSED_CLUSTER_REMOVAL_CANDIDATE	candidate_delete_or_retire_only_with_dependent_Notation_cluster_in_LEG44	only-internal-Notation-consumers	No non-Notation consumer exists, but there are Notation-internal references. Remove only as a closed Notation.lean dependency cluster, never as an isolated line.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	201	theorem	AR2b1GeneratedSubstrateRouteInventory_status	AR2b1GeneratedSubstrateRouteInventory_status	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2b1GeneratedSubstrateRouteInventory_status : AR2b1GeneratedSubstrateRouteInventoryConditionalOpen.routeStatus = BoundarySource.GeneratedSubstrateRouteStatus.conditionalOpen := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	206	theorem	AR2b1BranchAddressSubstrate_status	AR2b1BranchAddressSubstrate_status	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2b1BranchAddressSubstrate_status : AR2b1BranchAddressSubstrateLedger.status = BoundarySource.GeneratedSubstrateRouteStatus.conditionalOpen := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	211	theorem	AR2b1BoundaryStateSubstrate_status	AR2b1BoundaryStateSubstrate_status	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2b1BoundaryStateSubstrate_status : AR2b1BoundaryStateSubstrateLedger.status = BoundarySource.GeneratedSubstrateRouteStatus.conditionalOpen := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	216	theorem	AR2b1HistoryExpandedSubstrate_status	AR2b1HistoryExpandedSubstrate_status	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2b1HistoryExpandedSubstrate_status : AR2b1HistoryExpandedSubstrateLedger.status = BoundarySource.GeneratedSubstrateRouteStatus.conditionalOpen := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	221	theorem	AR2b1InterfaceExposureSubstrate_status	AR2b1InterfaceExposureSubstrate_status	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2b1InterfaceExposureSubstrate_status : AR2b1InterfaceExposureSubstrateLedger.status = BoundarySource.GeneratedSubstrateRouteStatus.conditionalOpen := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	226	theorem	AR2b1BranchAddressSubstrate_noFreeCarrier	AR2b1BranchAddressSubstrate_noFreeCarrier	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2b1BranchAddressSubstrate_noFreeCarrier : AR2b1BranchAddressSubstrateLedger.obligations.carrierPolicy = BoundarySource.GeneratedSubstrateCarrierPolicy.noFreeCarrier := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	231	theorem	AR2b1BoundaryStateSubstrate_noFreeCarrier	AR2b1BoundaryStateSubstrate_noFreeCarrier	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2b1BoundaryStateSubstrate_noFreeCarrier : AR2b1BoundaryStateSubstrateLedger.obligations.carrierPolicy = BoundarySource.GeneratedSubstrateCarrierPolicy.noFreeCarrier := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	236	theorem	AR2b1HistoryExpandedSubstrate_noFreeCarrier	AR2b1HistoryExpandedSubstrate_noFreeCarrier	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2b1HistoryExpandedSubstrate_noFreeCarrier : AR2b1HistoryExpandedSubstrateLedger.obligations.carrierPolicy = BoundarySource.GeneratedSubstrateCarrierPolicy.noFreeCarrier := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	241	theorem	AR2b1InterfaceExposureSubstrate_noFreeCarrier	AR2b1InterfaceExposureSubstrate_noFreeCarrier	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			theorem AR2b1InterfaceExposureSubstrate_noFreeCarrier : AR2b1InterfaceExposureSubstrateLedger.obligations.carrierPolicy = BoundarySource.GeneratedSubstrateCarrierPolicy.noFreeCarrier := by rfl  end StrengtheningAR2b1   namespace StrengtheningAR2b2	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	251	abbrev	AR2b2RecursiveLevelHistoryRoute	AR2b2RecursiveLevelHistoryRoute	legacy_phase_alias_candidate	quarantine_under_legacy_status_or_remove_after_facade_plan	0	0	0			abbrev AR2b2RecursiveLevelHistoryRoute {Cell : Nat → Type u} [SubstrateClass Cell] {T : TruncatedFamily Cell} (source : ArithmeticSource Cell T) (L : Nat) := BoundarySource.RecursiveLevelHistoryRoute (Cell := Cell) (T := T) source L 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
